EmployeeID,Age,Gender,MaritalStatus,EducationLevel,EducationField,Department,JobRole,JobLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,MonthlyIncome,PercentSalaryHike,BonusPercent,StockOptionLevel,PerformanceRating,TrainingTimesLastYear,CertificationCount,AbsenceDays,LateMarks,OvertimeHours,JobSatisfaction,EnvironmentSatisfaction,RelationshipSatisfaction,WorkLifeBalance,EmployeeEngagementScore,ManagerRating,TeamSize,ProjectsHandled,AverageMonthlyHours,PerformanceTrend3Months,PerformanceTrend6Months,SalaryGrowthLast3Years,Attrition,IncomePerYearExperience,PromotionGapRatio,StressIndex,OverallSatisfaction,CareerGrowthScore,EmployeeRiskScore
32.0,20.0,0,1,0,5,2,2,2.0,4.0,11.0,1.0,7.0,4.0,180494.0,29.0,2.0,3.0,2.0,4.0,17.0,4.0,18.0,13.0,1.0,3.0,5.0,3.0,78.0,2.0,21.0,10.0,197.0,-0.3831931228993317,1.2871235900320117,26.0,0.0,36098.8,0.5833333333333334,52.0,3.0,50.0,9.05
33.0,54.0,1,1,0,5,0,0,5.0,4.0,4.0,0.0,6.0,7.0,91551.0,26.0,2.0,3.0,1.0,9.0,7.0,11.0,0.0,8.0,4.0,3.0,4.0,4.0,4.0,2.0,3.0,11.0,131.0,0.5954112476561345,0.0436811340309155,9.0,0.0,18310.2,1.2,88.0,3.75,42.0,5.5
34.0,24.0,1,1,1,1,1,3,1.0,16.0,3.0,4.0,5.0,6.0,116197.0,7.0,4.0,2.0,3.0,6.0,3.0,19.0,16.0,26.0,3.0,1.0,1.0,3.0,33.0,5.0,21.0,6.0,132.0,0.3417353834079497,-0.2704234840113189,26.0,0.0,6835.117647058823,1.25,494.0,2.0,16.0,9.200000000000001
35.0,38.0,0,1,0,5,3,4,5.0,20.0,7.0,2.0,5.0,11.0,116476.0,21.0,20.0,1.0,1.0,9.0,10.0,0.0,2.0,23.0,5.0,5.0,3.0,4.0,77.0,5.0,13.0,2.0,124.0,0.995981569005374,2.397995017273688,8.0,0.0,5546.476190476191,0.625,0.0,4.25,40.0,4.15
36.0,26.0,0,0,2,2,2,0,1.0,29.0,14.0,9.0,4.0,2.0,197580.0,14.0,4.0,0.0,4.0,9.0,0.0,0.0,17.0,3.0,5.0,5.0,4.0,3.0,91.0,2.0,4.0,10.0,269.0,-1.0584980372061028,1.509583193231614,56.0,1.0,6586.0,0.26666666666666666,0.0,4.25,23.0,4.15
37.0,56.0,1,2,2,0,0,3,4.0,32.0,10.0,0.0,3.0,4.0,110515.0,28.0,17.0,1.0,3.0,2.0,19.0,13.0,14.0,90.0,3.0,1.0,4.0,5.0,19.0,2.0,13.0,18.0,228.0,-0.2269047577423812,0.5703915957438773,5.0,0.0,3348.939393939394,0.2727272727272727,1170.0,3.25,49.0,9.8
38.0,35.0,1,1,0,1,3,2,2.0,22.0,4.0,0.0,7.0,7.0,89640.0,19.0,37.0,2.0,3.0,9.0,11.0,23.0,13.0,83.0,3.0,1.0,4.0,3.0,38.0,1.0,16.0,10.0,284.0,0.7062071811940162,-1.1708670698126296,51.0,0.0,3897.391304347826,1.4,1909.0,2.75,39.0,12.450000000000001
39.0,21.0,0,2,2,5,2,3,3.0,28.0,10.0,6.0,7.0,9.0,142560.0,12.0,19.0,3.0,5.0,0.0,18.0,5.0,16.0,72.0,3.0,2.0,5.0,2.0,43.0,1.0,12.0,10.0,164.0,0.4072167064837279,-0.3904608828703831,55.0,0.0,4915.862068965517,0.6363636363636364,360.0,3.0,30.0,11.1
40.0,42.0,0,1,2,4,2,4,2.0,38.0,9.0,1.0,9.0,3.0,55649.0,11.0,15.0,1.0,5.0,11.0,0.0,26.0,7.0,84.0,2.0,2.0,4.0,1.0,67.0,3.0,9.0,15.0,290.0,-0.1397478402142239,0.0432334515566392,21.0,0.0,1426.8974358974358,0.9,2184.0,2.25,22.0,15.8
41.0,31.0,0,2,1,0,4,2,5.0,37.0,1.0,8.0,2.0,6.0,21392.0,11.0,31.0,1.0,4.0,10.0,6.0,9.0,9.0,85.0,5.0,3.0,2.0,1.0,37.0,4.0,5.0,13.0,143.0,0.3065844170343613,0.202731951173768,12.0,0.0,562.9473684210526,1.0,765.0,2.75,27.0,11.15
42.0,26.0,0,1,2,1,2,0,1.0,6.0,19.0,6.0,7.0,11.0,126851.0,17.0,12.0,0.0,4.0,13.0,1.0,12.0,9.0,52.0,5.0,1.0,3.0,2.0,51.0,5.0,15.0,13.0,231.0,-0.5202000299745498,-1.854333211584112,56.0,0.0,18121.571428571428,0.35,624.0,2.75,31.0,8.8
43.0,43.0,0,1,2,0,3,0,4.0,36.0,7.0,9.0,4.0,8.0,163727.0,8.0,9.0,3.0,4.0,0.0,17.0,9.0,13.0,70.0,3.0,5.0,2.0,5.0,22.0,4.0,10.0,6.0,198.0,-0.1826246884499355,0.7129972163862537,25.0,1.0,4425.054054054054,0.5,630.0,3.75,25.0,8.4
44.0,19.0,1,2,0,2,2,3,4.0,6.0,19.0,0.0,0.0,10.0,37674.0,22.0,2.0,3.0,1.0,8.0,12.0,28.0,18.0,66.0,1.0,1.0,3.0,3.0,5.0,5.0,16.0,14.0,158.0,-1.6408797281599097,0.4133200776818541,37.0,0.0,5382.0,0.0,1848.0,2.0,42.0,14.100000000000001
45.0,37.0,1,1,1,3,1,0,1.0,14.0,3.0,0.0,7.0,11.0,95921.0,11.0,12.0,0.0,5.0,14.0,16.0,16.0,13.0,77.0,4.0,1.0,4.0,3.0,47.0,5.0,18.0,19.0,241.0,-0.6079991708359405,1.3301793995674256,27.0,0.0,6394.733333333334,1.75,1232.0,3.0,41.0,10.45
46.0,45.0,0,1,0,5,2,2,1.0,28.0,15.0,3.0,6.0,1.0,122433.0,7.0,29.0,2.0,3.0,11.0,14.0,9.0,3.0,19.0,3.0,1.0,5.0,2.0,37.0,3.0,23.0,18.0,130.0,0.8113032121812117,0.0663309189116192,55.0,0.0,4221.827586206897,0.375,171.0,2.75,32.0,8.85
47.0,24.0,1,1,2,3,2,2,1.0,9.0,13.0,2.0,6.0,4.0,196815.0,18.0,35.0,2.0,2.0,9.0,7.0,7.0,15.0,96.0,3.0,5.0,2.0,1.0,25.0,4.0,6.0,6.0,147.0,1.4399881343569907,-0.9154076023619228,28.0,1.0,19681.5,0.42857142857142855,672.0,2.75,34.0,13.5
48.0,25.0,1,2,0,5,1,0,4.0,19.0,2.0,5.0,4.0,0.0,89893.0,5.0,34.0,3.0,2.0,8.0,0.0,14.0,1.0,39.0,5.0,5.0,2.0,1.0,11.0,3.0,17.0,7.0,180.0,-0.1775760057070251,0.8236789851788818,20.0,0.0,4494.65,1.3333333333333333,546.0,3.25,13.0,9.35
49.0,52.0,0,1,2,5,3,3,2.0,8.0,7.0,7.0,4.0,5.0,191032.0,5.0,4.0,1.0,1.0,4.0,7.0,24.0,17.0,58.0,1.0,4.0,2.0,5.0,71.0,4.0,20.0,14.0,167.0,0.7881920065601364,0.3554727466660589,22.0,0.0,21225.777777777777,0.5,1392.0,3.0,16.0,11.3
50.0,31.0,1,2,0,4,0,0,2.0,5.0,3.0,9.0,6.0,12.0,23067.0,20.0,19.0,1.0,2.0,6.0,18.0,25.0,15.0,25.0,1.0,1.0,4.0,3.0,16.0,1.0,11.0,14.0,152.0,0.2083490361143149,-1.7020289754076428,1.0,0.0,3844.5,1.5,625.0,2.25,44.0,11.75
51.0,34.0,1,2,0,2,4,1,4.0,19.0,6.0,6.0,8.0,6.0,98616.0,18.0,12.0,1.0,1.0,13.0,11.0,1.0,11.0,16.0,4.0,2.0,5.0,2.0,39.0,1.0,20.0,16.0,199.0,0.104697880478054,-0.3892054769933691,23.0,0.0,4930.8,1.1428571428571428,16.0,3.25,42.0,6.8999999999999995
52.0,53.0,1,2,0,4,0,0,3.0,20.0,8.0,0.0,9.0,5.0,41959.0,12.0,22.0,3.0,4.0,5.0,8.0,20.0,6.0,60.0,3.0,5.0,1.0,3.0,31.0,4.0,9.0,16.0,133.0,0.0058560559722885,-0.1219164329623378,11.0,0.0,1998.047619047619,1.0,1200.0,3.0,25.0,11.0
53.0,57.0,0,1,0,2,3,4,5.0,6.0,1.0,5.0,0.0,5.0,37145.0,27.0,10.0,0.0,5.0,8.0,1.0,25.0,9.0,70.0,5.0,5.0,5.0,2.0,78.0,5.0,22.0,1.0,173.0,0.8783855684208932,-0.8754720077918192,49.0,1.0,5306.428571428572,0.0,1750.0,4.25,36.0,11.0
54.0,21.0,0,1,2,2,3,0,4.0,37.0,2.0,8.0,7.0,5.0,173843.0,5.0,25.0,2.0,4.0,4.0,17.0,7.0,15.0,78.0,3.0,4.0,1.0,1.0,81.0,1.0,10.0,5.0,301.0,2.6666287115305125,-1.2572860306730058,16.0,0.0,4574.815789473684,2.3333333333333335,546.0,2.25,26.0,12.6
55.0,19.0,1,2,2,2,1,1,3.0,33.0,8.0,8.0,9.0,14.0,42126.0,8.0,7.0,0.0,1.0,2.0,5.0,16.0,3.0,58.0,4.0,1.0,1.0,5.0,55.0,2.0,21.0,14.0,229.0,-0.9045723332834704,1.2082370764463133,34.0,1.0,1239.0,1.0,928.0,2.75,15.0,7.5
56.0,23.0,1,2,0,5,0,4,5.0,2.0,6.0,1.0,8.0,12.0,120717.0,8.0,30.0,1.0,3.0,0.0,4.0,15.0,0.0,15.0,5.0,5.0,3.0,5.0,97.0,1.0,20.0,17.0,196.0,0.4713911725309316,1.3697496680840406,55.0,0.0,40239.0,1.1428571428571428,225.0,4.5,12.0,4.25
57.0,59.0,1,1,0,5,2,3,2.0,16.0,19.0,7.0,6.0,7.0,189212.0,8.0,31.0,2.0,3.0,10.0,4.0,15.0,16.0,8.0,1.0,2.0,3.0,1.0,37.0,1.0,23.0,12.0,288.0,1.6990117847618966,-0.1610735635671591,47.0,1.0,11130.117647058823,0.3,120.0,1.75,22.0,11.9
58.0,21.0,1,1,2,5,1,4,1.0,1.0,14.0,3.0,1.0,8.0,43861.0,19.0,11.0,3.0,4.0,1.0,5.0,23.0,1.0,30.0,2.0,5.0,5.0,1.0,31.0,2.0,21.0,17.0,311.0,-0.9378099903201232,0.7752363600136994,35.0,0.0,21930.5,0.06666666666666667,690.0,3.25,25.0,12.8
59.0,46.0,1,1,2,4,1,2,5.0,11.0,16.0,2.0,4.0,3.0,174993.0,20.0,9.0,0.0,2.0,9.0,6.0,20.0,5.0,5.0,2.0,3.0,1.0,3.0,20.0,1.0,11.0,17.0,274.0,-1.0018075925262655,1.4289691604243469,32.0,0.0,14582.75,0.23529411764705882,100.0,2.25,35.0,9.25
60.0,35.0,1,2,2,1,4,1,1.0,12.0,11.0,6.0,3.0,13.0,140730.0,14.0,20.0,2.0,3.0,14.0,13.0,0.0,4.0,71.0,1.0,2.0,1.0,4.0,50.0,3.0,3.0,5.0,162.0,-2.514819065292772,-0.2026121129451016,49.0,0.0,10825.384615384615,0.25,0.0,2.0,41.0,10.55
61.0,43.0,0,1,0,3,1,2,3.0,37.0,3.0,4.0,6.0,2.0,72701.0,26.0,33.0,3.0,1.0,7.0,10.0,23.0,18.0,49.0,1.0,5.0,3.0,5.0,78.0,3.0,20.0,16.0,131.0,-0.66555615525402,-1.093514212776432,31.0,1.0,1913.1842105263158,1.5,1127.0,3.5,43.0,10.75
62.0,51.0,1,2,3,2,0,2,4.0,35.0,16.0,5.0,2.0,6.0,155518.0,8.0,16.0,0.0,2.0,1.0,7.0,11.0,18.0,62.0,3.0,1.0,1.0,5.0,72.0,2.0,6.0,10.0,248.0,-1.1363538631978656,1.5097222044216283,14.0,1.0,4319.944444444444,0.11764705882352941,682.0,2.5,16.0,8.2
63.0,27.0,1,0,2,4,3,4,4.0,11.0,8.0,3.0,7.0,7.0,195705.0,18.0,28.0,2.0,1.0,2.0,4.0,27.0,11.0,94.0,3.0,3.0,1.0,4.0,98.0,3.0,13.0,10.0,310.0,-1.4468843698346945,1.1543274004142077,25.0,1.0,16308.75,0.7777777777777778,2538.0,2.75,24.0,12.4
64.0,53.0,0,1,1,5,4,4,1.0,26.0,5.0,8.0,4.0,2.0,84049.0,17.0,1.0,0.0,4.0,7.0,2.0,2.0,7.0,90.0,2.0,3.0,1.0,4.0,64.0,3.0,7.0,10.0,201.0,0.6272389166128047,2.458284723953088,37.0,0.0,3112.925925925926,0.6666666666666666,180.0,2.5,26.0,10.7
65.0,31.0,1,1,0,3,2,2,5.0,25.0,17.0,2.0,5.0,5.0,182959.0,6.0,18.0,2.0,2.0,14.0,2.0,9.0,3.0,11.0,5.0,4.0,1.0,4.0,61.0,3.0,11.0,9.0,198.0,0.7743877042661469,-1.5424515457765422,5.0,0.0,7036.884615384615,0.2777777777777778,99.0,3.5,22.0,4.45
66.0,48.0,1,2,0,5,0,3,5.0,39.0,16.0,4.0,3.0,12.0,77497.0,5.0,25.0,2.0,3.0,11.0,2.0,7.0,18.0,4.0,3.0,1.0,5.0,1.0,97.0,3.0,14.0,6.0,249.0,-0.3076484324575611,1.5235277265133182,6.0,0.0,1937.425,0.17647058823529413,28.0,2.5,18.0,8.899999999999999
67.0,32.0,1,2,2,1,2,0,3.0,4.0,2.0,1.0,6.0,6.0,35339.0,20.0,11.0,2.0,3.0,10.0,1.0,7.0,15.0,24.0,3.0,5.0,5.0,1.0,2.0,2.0,6.0,14.0,276.0,1.8767962068744573,0.8651882326356393,20.0,0.0,7067.8,2.0,168.0,3.5,31.0,9.899999999999999
68.0,25.0,1,2,1,5,1,0,4.0,31.0,16.0,3.0,8.0,12.0,78398.0,26.0,30.0,2.0,5.0,1.0,12.0,21.0,15.0,93.0,3.0,4.0,2.0,4.0,41.0,3.0,7.0,9.0,279.0,-1.406908014356991,1.9510321732018336,58.0,0.0,2449.9375,0.47058823529411764,1953.0,3.25,39.0,11.75
69.0,31.0,0,2,0,2,0,1,1.0,35.0,16.0,6.0,3.0,6.0,130174.0,20.0,31.0,3.0,4.0,3.0,17.0,0.0,7.0,30.0,3.0,4.0,4.0,2.0,46.0,1.0,13.0,15.0,308.0,0.7186141495700759,-0.2952522215274894,17.0,1.0,3615.9444444444443,0.17647058823529413,0.0,3.25,40.0,8.5
70.0,40.0,1,2,0,0,4,4,2.0,37.0,12.0,9.0,5.0,10.0,53442.0,26.0,29.0,1.0,2.0,6.0,0.0,27.0,0.0,40.0,4.0,1.0,4.0,5.0,98.0,5.0,18.0,3.0,178.0,-1.171118798020242,0.179444599600144,47.0,0.0,1406.3684210526317,0.38461538461538464,1080.0,3.5,32.0,7.7
71.0,57.0,0,1,1,3,4,0,4.0,15.0,14.0,4.0,5.0,1.0,72964.0,11.0,38.0,1.0,5.0,4.0,14.0,12.0,8.0,94.0,5.0,5.0,2.0,4.0,14.0,1.0,21.0,6.0,232.0,-0.4604132957044317,-0.5953855790441586,45.0,0.0,4560.25,0.3333333333333333,1128.0,4.0,29.0,8.9
72.0,38.0,1,2,0,5,2,3,4.0,9.0,11.0,5.0,0.0,13.0,120165.0,27.0,16.0,1.0,1.0,3.0,15.0,13.0,15.0,22.0,1.0,2.0,3.0,3.0,70.0,4.0,11.0,1.0,152.0,0.622637800137823,-0.4718066306943932,17.0,0.0,12016.5,0.0,286.0,2.25,45.0,10.4
73.0,33.0,1,1,2,1,3,1,3.0,36.0,13.0,4.0,8.0,7.0,185453.0,12.0,35.0,0.0,4.0,11.0,0.0,9.0,12.0,93.0,3.0,2.0,5.0,5.0,27.0,5.0,13.0,15.0,157.0,0.1050800776014896,-0.8048049842743573,19.0,1.0,5012.243243243243,0.5714285714285714,837.0,3.75,23.0,9.55
74.0,35.0,0,2,0,3,4,4,4.0,14.0,14.0,6.0,1.0,9.0,24412.0,8.0,6.0,0.0,3.0,3.0,2.0,28.0,16.0,54.0,2.0,1.0,5.0,2.0,15.0,5.0,15.0,6.0,279.0,0.3851954255125262,-0.758085491680442,16.0,0.0,1627.4666666666667,0.06666666666666667,1512.0,2.5,13.0,13.5
