Client_ID,Current_Price,Revenue,Usage_Hours,Competitor_Price,Elasticity_Score,Churn
C46,3056,8312,155,4523,0.12415829097509769,0
C47,1275,6320,137,4896,1.9855892609299934,0
C48,4514,7132,51,3874,1.3757643762998222,0
C49,534,8891,50,3966,0.7021527069553953,0
C50,3652,3779,43,3581,1.7706104539958927,0
C51,2455,1924,26,4278,0.5910200785544544,0
C52,2085,2581,174,1129,1.1336315004472282,0
C53,4443,8714,162,769,1.3085344510866677,0
C54,3573,4324,85,3139,0.5200204057620841,0
C55,1521,6713,96,2493,1.9589548297211323,1
C56,3961,8026,126,3391,1.5215646213600953,1
C57,3113,1255,36,3932,1.159845128471033,1
C58,4343,5804,296,1780,0.44312973653307164,0
C59,2000,2838,143,2860,0.20233059329624964,0
C60,661,1009,228,1075,0.7081136817898686,0
C61,4797,3871,177,1807,1.5310559382354654,0
C62,2481,9989,107,3692,0.6117294667738475,0
C63,1495,8409,277,3678,1.1251568189414598,1
C64,3842,8418,246,3234,1.483099635788412,1
C65,4298,6124,182,2712,0.3050930578282822,0
C66,1775,2015,199,2852,1.4020662306201594,0
C67,1516,3193,131,4068,0.27455468664908494,1
C68,837,9415,55,2155,1.9337465100412934,0
C69,1378,8449,73,2079,1.0279488471233853,0
C70,1576,5158,139,2703,0.386284604648767,1
C71,4493,4925,202,1890,0.7505289084637383,0
C72,879,7970,190,2242,0.8854912536609967,0
C73,992,7938,291,2425,1.540551521045421,0
C74,2562,5784,38,1119,1.5125051935455578,1
C75,4384,5000,158,1774,1.262686960140929,0
C76,564,2633,276,1456,0.3012683538611366,0
C77,3068,8266,20,2439,0.38798180601657983,0
C78,2527,9702,173,4453,0.27813814922655755,0
C79,3195,1384,122,2881,1.1966282882463453,0
C80,1995,1404,196,1468,1.7665630388716675,0
C81,891,9175,241,1816,0.9242209732840664,0
C82,4974,3000,236,1543,0.40561153051971777,1
C83,4061,6989,107,781,1.1602804177830373,0
C84,2778,2460,64,3344,1.6423292120448487,0
C85,3599,8190,120,1558,1.509252916874567,0
C86,700,8140,161,4793,1.7747564813825407,0
C87,3604,4636,255,3032,0.6280139847728489,0
C88,2954,5809,78,4328,0.46851234780877227,0
C89,4145,5178,298,1508,1.7716513232896836,0
C90,1304,8245,259,1729,1.349364594278244,0
C91,3231,7600,45,1535,0.6907649670143529,0
C92,3273,6997,248,775,1.5104612960877675,0
C93,2070,3048,157,3240,1.648724930512699,1
C94,3190,5780,236,2789,1.2684586566481515,0
C95,4340,1716,253,1739,1.4069798087718388,0
C96,1528,8939,210,625,0.812993818441066,0
C97,1002,6565,163,4565,1.1235217679517744,0
C98,4993,5544,82,4812,1.0959024243797082,0
C99,1370,5976,210,4368,1.7112908031484666,0
C100,4988,4419,26,1708,1.6959315625361469,0
C101,706,8239,138,3749,1.682092891759382,0
C102,1984,1249,226,1418,0.12096006709868501,1
C103,1363,9865,70,4423,1.5241364204908876,0
C104,3290,1770,113,4903,1.5414851412109092,1
C105,1063,5363,51,2469,1.3889197634247694,0
C106,4691,2077,34,3293,1.53690284999376,0
C107,2257,9427,48,1391,1.6997437058437466,0
C108,2178,9580,140,4970,0.9936062027933926,0
C109,3742,8901,238,2533,1.0538954056280496,1
C110,1559,5858,117,1864,0.3369567081316419,0
C111,2222,7544,181,628,0.8322141777899874,1
C112,3814,5719,111,1514,1.3223938418323902,0
C113,3657,3814,21,2299,1.5827595746798215,0
C114,3125,4374,284,2018,0.5126972856133001,0
C115,3229,2252,110,4681,0.3618635084025472,0
C116,2097,7996,53,1698,1.3597798085509352,1
C117,3560,5673,26,4373,0.10357177869733022,0
C118,3193,5530,66,2974,0.4389079101839267,0
C119,4127,7881,21,3985,0.1552356226535121,0
C120,1863,7949,89,4549,0.4170817239242548,0
C121,2481,7241,225,4219,0.44450663185845996,0
C122,2163,9017,273,802,0.8365798300257489,0
C123,2029,7941,158,4452,0.8644215369044562,1
C124,2538,8002,90,1486,1.7610986941594517,0
C125,3802,2331,224,2363,1.069208453747768,0
C126,2737,5261,207,4940,1.4744690546633439,0
C127,1806,8648,209,3572,0.2978609800485461,0
C128,4529,6115,34,3624,0.5283336353810183,1
C129,3175,5637,98,1827,1.4355925378594858,0
C130,1782,5854,277,2908,0.20032752489020336,0
C131,1209,4177,152,4173,1.0245355582631308,0
C132,4913,8730,68,3791,1.2388010347595744,0
C133,4248,3180,35,4533,1.2440767236997141,0
C134,1163,5892,56,1203,0.14357234140927985,1
C135,2498,8043,297,1074,0.7120052080354524,0
C136,3945,1137,275,3732,1.3093322369933926,1
C137,4243,7327,25,3132,0.3830994986835625,0
C138,1995,4472,208,4328,1.421289731823301,0
C139,3804,6449,291,3730,1.5172578967459815,0
C140,4263,3832,95,988,1.965741461847676,0
C141,2353,4579,259,1847,0.4986997902271779,1
C142,1791,6971,279,4181,1.6677482685656189,0
C143,4081,5164,126,3673,1.0885634961454427,1
C144,3957,8941,16,2167,0.8095789326739294,0
C145,2136,6569,146,2137,0.3325158389178381,0
C146,4196,5300,185,4614,1.4974606523263214,0
C147,3499,7269,224,4053,0.5481294383730054,0
C148,3652,4818,91,1500,0.8057018035587868,0
C149,1198,2906,232,1350,0.21883023110500002,1
C150,2660,7254,112,1888,1.6225971400570862,0
C151,4597,1760,282,4212,1.5565181955461225,0
C152,1354,8830,23,1867,1.4938700770803937,0
C153,3974,8350,168,1321,0.6689426699345846,1
C154,2207,7238,161,954,0.42961214110531876,0
C155,3277,7090,117,2124,1.3113512024934366,1
C156,2233,7031,197,3272,1.0427161298151169,0
C157,4010,8687,107,4226,0.438679687118819,0
C158,702,9472,140,3647,1.4032314149947411,0
C159,3755,2887,180,4589,1.9831402204604769,0
C160,4718,4266,192,2690,1.5197172167098716,0
C161,4996,1666,48,1416,1.5059741347026625,0
C162,1266,5188,24,4486,1.9055942305681242,0
C163,4889,1671,13,3375,0.48557909839231417,0
C164,2827,7777,219,1940,1.1745449333507367,0
C165,3431,8570,170,4900,1.9613287585643786,1
C166,697,8956,25,1235,0.4140588108433316,0
C167,2430,6124,117,4068,1.4304787229445899,1
C168,4082,6585,236,3838,1.2130392773466137,0
C169,1108,5777,179,3515,1.2143102751585433,0
C170,3772,4900,43,3389,1.4255741922881429,0
C171,1647,7677,260,1461,1.8662721534638,0
C172,4782,7981,256,3489,1.586905685717542,0
C173,3897,7376,278,4348,0.206658596490799,0
C174,3011,1523,150,1526,1.7201832377638513,0
C175,2294,3393,283,4365,0.528528526858892,0
C176,1159,3593,105,3363,0.8161369129991066,0
C177,3311,8240,236,3001,0.9772923458635261,0
C178,1869,7937,48,2447,1.0137214014308324,0
C179,2486,7190,38,1677,0.9268427585851778,0
C180,646,6240,254,511,1.8809712590101424,1
C181,3719,7493,245,4899,1.4414361145616468,1
C182,3411,3878,194,3864,1.2992242273177421,0
C183,2234,5143,281,3522,0.19469985278758895,0
C184,2343,4644,245,3871,1.817435327494712,0
C185,988,5432,248,3330,1.8278413648159528,0
C186,3476,2276,275,542,1.5824048205171943,0
C187,2459,6811,74,1443,0.11335548724587641,0
C188,2885,1302,186,2890,0.20883247704748437,0
C189,3419,1638,12,3045,0.5279250343101305,0
C190,2302,1055,151,2911,0.34956387547532275,0
C191,4561,9717,167,1504,0.8577884564370859,0
C192,3869,9150,155,520,1.8529838103668004,1
C193,762,3125,162,906,0.9969148249742966,0
C194,1123,1364,202,1514,0.12546499022111465,0
C195,1516,7809,82,4931,0.6372168101996477,1
C196,4143,5621,149,2338,0.18473032590862692,0
C197,2549,6126,196,3688,0.16894648296565412,0
C198,4223,6122,70,1214,0.6238677208815492,0
C199,3608,2646,207,4646,0.6236634434899962,0
C200,4590,1918,20,4354,1.5955405449430478,1
C201,2556,3797,71,4919,1.9521858402841126,0
C202,3670,7506,235,640,0.8052934783909967,1
C203,2182,6870,162,1463,0.9148850698359733,0
C204,2755,2531,208,872,1.7050999289434408,0
C205,1654,9172,61,4135,0.6094641381814754,0
C206,4999,4345,269,3041,0.39712542836655107,0
C207,3691,8673,68,4110,1.720870284466936,0
C208,2196,7949,81,2192,0.18835111423612444,0
C209,4491,7882,157,605,1.2774289363788898,0
C210,2148,2906,72,2181,1.1677864101869329,0
C211,1945,4086,252,4597,0.7572488502532191,1
C212,4699,9152,116,4516,0.6988600900849821,0
C213,4423,6750,235,3136,1.5665296797450805,0
C214,753,9905,227,2637,0.2642067604488383,0
C215,3683,2062,250,3916,0.5498901876916322,1
C216,3057,2976,268,4945,1.4916525904923705,0
C217,598,2296,271,4030,1.141809109080206,1
C218,2700,7229,14,1786,0.34317759621381416,0
C219,3461,8641,270,3679,1.7760576671359143,0
C220,4933,1125,63,4154,0.8475509084708239,0
C221,4277,5632,56,2859,1.6729499131121284,1
C222,3369,7288,224,944,1.5966547295026465,0
C223,3734,4596,186,535,1.2864083482962834,0
C224,4291,7168,18,1975,1.0395141494606766,0
C225,1456,8561,108,4457,1.961146596725338,0
C226,4567,9258,29,2298,0.3754336375216524,1
C227,660,1232,250,2345,1.4777958823471182,0
C228,4993,7371,70,1908,0.46326233278309914,1
C229,1800,5206,187,2208,0.7426999001314619,0
C230,4487,8943,71,3438,0.6865276124090709,0
C231,2027,7891,154,1800,1.8993683767035736,0
C232,1718,7738,225,1743,1.9379767377977228,0
C233,4996,3472,12,4476,0.44772934404598164,0
C234,3604,3739,169,3597,0.14186680456525796,0
C235,3235,6401,236,509,1.468015275359915,0
C236,1454,2761,278,2925,0.8941808743539201,1
C237,3946,1876,129,2160,0.26879646566637233,1
C238,1545,4812,98,3131,1.3991328005963808,1
C239,2193,2460,77,1572,1.1357005036953294,1
C240,3936,2733,107,3725,1.9629819618021014,0
C241,1062,2605,276,1816,0.5320780421366199,0
C242,2985,6622,114,4645,0.8675579650204416,0
C243,3854,7767,132,4183,1.1308370264513035,0
C244,725,7986,38,3773,1.6042299780613682,0
C245,1459,4517,146,645,1.1427934477681116,0
C246,3567,4735,204,3540,1.2645103056377036,0
C247,1315,9434,235,1962,0.5296793980208874,0
C248,3620,3590,179,2084,1.7091455833682636,0
C249,516,2063,18,982,0.9143980392439038,0
C250,1743,5324,49,3679,0.36782329229136157,0
C251,2705,6342,34,1749,1.361957037560293,0
C252,3024,1005,270,1130,0.5105718610520843,0
C253,1569,8489,235,1161,0.2853687694546695,0
C254,3944,9659,133,4003,1.7377751259681173,1
C255,3065,9195,47,3352,0.9743083025280354,0
C256,1560,6966,260,2966,1.5236390541219753,0
C257,2827,9837,185,1487,0.6521163636320746,1
C258,3920,1117,99,2046,1.5952432563435661,0
C259,801,3551,46,1149,0.3126782613409076,0
C260,4776,6560,185,1468,0.7763494102102201,0
C261,1106,5289,293,3137,1.9583174541497042,0
C262,3670,1846,90,1600,1.6085804610992116,0
C263,1199,7316,123,940,1.0447862675979076,0
C264,1639,7469,49,1269,0.7455771959675817,1
C265,690,9915,233,1843,1.7570578300427053,0
C266,2800,1224,124,4858,1.1352107422605797,0
C267,1480,5208,195,4229,1.5410075339513112,0
C268,3475,7283,65,4406,1.5328045926007117,0
C269,1684,3048,49,2077,0.13409678928013447,0
C270,3827,7233,49,4508,0.33988218730596553,0
C271,3894,2828,246,3851,1.3532957961500103,1
C272,627,2917,298,2849,0.4070776414431557,0
C273,2565,5234,271,4102,0.5854373548456488,0
C274,2316,7988,225,1741,1.8986121129792537,0
C275,1069,3026,156,1625,1.1643462909123325,0
C276,2395,4744,177,3101,1.5263860632987596,0
C277,3233,1009,101,1690,1.1601634036870159,0
C278,4363,1260,68,4631,1.149775868087178,0
C279,4514,7038,68,4948,0.278888629238826,0
C280,3401,3219,178,572,0.7529600659572957,1
C281,2186,8041,278,2414,0.6366187075043722,0
C282,3509,3060,54,2972,0.842383894665865,1
C283,654,6287,190,3546,1.6168539576262237,0
C284,3037,2619,179,1207,0.8066720690420431,0
C285,1909,9512,200,2304,0.9582239565401971,0
C286,4557,2342,164,4213,0.8550246419221013,0
C287,1284,3832,197,3064,0.2774751467530616,0
C288,3675,3824,16,2975,0.938037100676489,0
C289,4841,2994,142,4110,0.47165761878457857,0
C290,3306,4490,244,4755,0.4547742619687788,0
C291,1037,8984,54,3323,0.27866859842510605,0
C292,2341,2604,258,2235,0.777674850869353,1
C293,2955,1235,40,2085,1.539215581099893,0
C294,1024,2908,32,566,0.6252392121084525,0
C295,3450,9567,169,3561,0.6934632935824757,0
C296,4631,4530,167,2928,1.3210818495776049,1
C297,4615,6256,48,4653,0.4720975439151458,1
C298,2868,3635,91,841,1.8042200678047153,0
C299,4347,9162,267,3274,1.0883619941779534,0
C300,4995,3560,215,3317,0.9504455866084122,0
C301,3201,6415,86,3161,1.1598583646654828,0
C302,1471,4391,21,1732,0.4154651954907713,0
C303,1666,6951,233,4374,1.265598963414435,0
C304,3274,6468,22,2901,0.7898913996046197,0
C305,2482,9007,55,1994,1.804654047832776,0
C306,1353,7413,164,4711,0.4208229926876037,1
C307,4646,7941,122,1161,1.063397097344338,0
C308,4236,5820,242,4383,1.2364139958011342,0
C309,4269,3898,26,4119,0.16342884339412433,0
C310,1074,8546,232,2368,0.7910169370366664,1
C311,3761,1077,197,2834,1.4920069459315823,0
C312,1648,8577,172,3874,1.6587172641530492,1
C313,2215,5227,83,1516,0.6950077901528364,1
C314,4354,1600,242,4906,1.6173272175272273,0
C315,2991,2065,233,707,1.9387361664964389,0
C316,3160,3136,69,3165,1.7280604785426787,1
C317,3624,7943,231,2993,0.3235235775027179,0
C318,3551,8804,46,1132,1.5054876309625271,1
C319,504,7565,287,2602,0.7073669816370349,1
C320,1376,6984,205,3459,1.9779903798829455,0
C321,1491,6142,251,3583,1.0221820680037856,0
C322,4642,5670,228,2431,0.3326244068819879,1
C323,4864,3190,201,4219,1.4778525412520425,0
C324,4965,3712,26,3062,0.7137212769338063,0
C325,1135,3192,21,2179,1.9944484984551571,0
C326,2193,2248,202,736,1.9615866699235915,0
C327,2182,5033,31,4943,1.3466546342391033,1
C328,619,2997,129,2040,0.3466702530082634,1
C329,1330,4687,219,4443,1.4050358955825553,0
C330,4175,5018,279,863,0.27675792427405166,0
C331,1869,2970,201,2868,0.1557919022945454,0
C332,1240,9389,184,785,1.6636210478208235,1
C333,616,6765,294,648,0.49853060059899457,0
C334,3338,2202,213,4537,0.820151539816285,0
C335,1650,9135,173,2266,1.949569040954729,0
C336,2431,6567,260,1512,0.7399969535360962,0
C337,1512,8667,236,3331,0.663330584438299,1
C338,2164,6742,16,3007,1.844595199283273,0
C339,1581,6788,38,2023,0.3104220461060204,0
C340,1012,6408,42,3285,1.5432065792178005,0
C341,3349,9669,143,3056,1.9773245766402707,1
C342,1059,1922,88,4225,1.8124624204718327,0
C343,4172,1419,67,2101,1.3381690455422093,0
C344,3843,3204,35,2908,0.6967155104861907,0
C345,4570,2120,235,840,0.5832117642388017,1
C346,1970,1950,294,3317,1.6565846992557762,0
C347,1080,3336,13,2996,1.771661636508221,0
C348,2794,6373,108,2225,1.0983263338368163,0
C349,3647,3243,48,2189,0.5642458874942856,0
C350,4749,3645,280,3767,0.3145920959812297,0
C351,2179,5612,294,4906,0.2656409888804792,1
C352,4006,2865,166,761,1.4662471499723257,0
C353,3244,7028,84,1942,0.8982255829106773,0
C354,3856,8326,297,905,1.8201837611279537,0
C355,4545,7371,139,2690,1.505375471380851,0
C356,1743,7359,184,4937,0.46339479403771466,0
C357,3618,8863,93,743,1.2661770957498282,1
C358,2641,4228,31,4607,0.9274603633565027,0
C359,3559,4719,36,1060,1.1967744884603648,0
C360,3459,3371,204,4637,1.5023313343431826,0
C361,2765,3891,245,3225,1.6317721739072026,0
C362,2979,4756,101,1093,1.703100920172776,0
C363,2135,5225,30,2326,0.5825522616868469,0
C364,2257,1094,93,3729,0.1591196398429796,1
C365,4952,3674,271,3787,1.5046599968130692,0
C366,2570,7898,156,4573,0.30205307988597174,0
C367,3349,1793,266,633,0.6983472183646385,1
C368,3751,3116,67,3638,0.10725255483625958,0
C369,4230,6779,24,4419,1.395172016563078,0
C370,2989,7166,171,572,0.4175508217953203,0
C371,2131,1814,172,4994,1.3450365784141505,0
C372,3316,1345,290,4725,1.9843109726188939,0
C373,1515,9554,289,3478,0.23807465605903094,0
C374,1848,3443,21,4861,0.2464482227077753,0
C375,3587,8783,283,2485,0.7467221760666822,1
C376,3339,1984,280,1292,1.74613437707755,0
C377,835,8790,217,4759,0.5095067507035305,0
C378,1395,1827,36,594,0.7847178578676604,0
C379,4046,4531,81,1633,0.23016027259126118,0
C380,1351,8147,69,737,1.5499950533918898,0
C381,2187,5451,154,3446,0.875782051242957,1
C382,2431,4876,102,3030,1.5425725928156013,1
C383,4246,6959,17,2460,1.8168549042589106,0
C384,2927,1126,88,1548,0.5422499794924486,1
C385,2068,4177,36,3029,1.6340524576459075,0
C386,4500,9795,183,3464,0.21227839114868122,0
C387,3238,7024,59,1463,1.80781003754247,0
C388,3998,6109,208,1036,1.33646024036162,1
C389,4413,5146,190,4723,1.761030775862868,0
C390,1566,8196,33,4179,0.10035795915750562,0
C391,4880,4368,55,4687,0.4212540336763858,1
C392,2944,4797,24,4224,0.8405428361103349,0
C393,4607,2792,162,1042,0.8210555164119653,0
C394,3873,6732,231,1345,0.5307877275546703,0
C395,4469,4476,215,4103,0.8250626857476802,0
C396,3046,4417,282,3536,0.3448125528004842,0
C397,1253,2645,245,2994,0.8842461456054495,0
C398,2582,4030,237,4985,1.624473225402602,0
C399,3274,3872,18,3219,1.0102331198963672,1
C400,3396,4072,175,2384,0.13420016899590848,0
C401,4685,2854,223,4638,0.9007436790005701,0
C402,1275,5021,126,4849,0.1516325305726039,0
C403,2125,5662,81,3701,1.9358624803429165,0
C404,3569,7514,73,3210,0.34216252290345106,0
C405,917,6031,214,2453,1.4446078200281756,0
C406,614,3708,218,4350,1.9482750134949631,0
C407,1116,8112,81,1189,1.6694741981664867,0
C408,4474,9393,286,2450,1.428699212739787,0
C409,3767,4507,283,956,1.6949757280514572,0
C410,1325,7456,104,2630,1.9654175171951924,0
C411,2016,5212,175,4476,1.2805545447817062,0
C412,3646,8970,41,4744,1.1624511329757203,0
C413,912,9766,20,1679,1.2936524098802347,0
C414,1228,1536,226,4785,1.1120841848469545,0
C415,3848,2625,298,4065,1.3066693012284658,1
C416,3308,8973,111,1382,0.9547001951478625,0
C417,1175,9577,276,899,0.5150420474782835,0
C418,3965,9070,223,1108,0.3284697303721837,1
C419,3004,9666,188,2138,0.22984777751129476,0
C420,3467,9609,97,2648,0.6002999891310801,0
C421,3286,7490,50,1882,0.1876347722378943,0
C422,1622,4600,85,1903,1.1776244818468327,0
C423,4579,7783,55,1319,0.6392740493446885,1
C424,2071,5971,169,3792,1.6666161353653612,0
C425,2643,2205,89,1319,0.24105765867793424,1
C426,2187,2990,95,919,0.5300678392488233,0
C427,4632,6299,101,4719,1.4874676794712773,0
C428,4351,4572,157,3802,1.2377357631286336,0
C429,3940,6975,170,2008,0.2225334153734183,0
C430,4266,7320,211,1267,1.7667549686081807,0
C431,2826,5380,251,2544,1.766797349369741,1
C432,3414,5757,11,2639,0.7277752073639703,0
C433,4452,3713,234,3529,0.7467711023641729,0
C434,1095,6588,298,2049,1.9791538808653304,0
C435,1228,1966,242,2264,1.2897347260269627,0
C436,1865,5944,86,3145,1.1095013890793124,0
C437,4992,4432,125,4216,1.6924891487486564,0
C438,1198,1688,163,4981,0.6420516428789012,0
C439,895,5243,112,2793,0.915446927453078,0
C440,4671,4701,203,3208,0.6087756834278348,0
C441,4860,9533,175,1400,1.5994056085185897,1
C442,3002,6182,99,3584,1.1893637567069142,1
C443,2319,7704,183,2509,1.351767633266134,0
C444,1217,5422,131,741,0.5793837746948725,0
C445,3282,2759,152,2885,0.5184280726168987,1
C446,4077,3482,115,4768,1.0279117950675836,0
C447,643,9058,132,1171,1.501374923276371,1
C448,3640,1951,18,663,1.0979555392883042,0
C449,4991,9914,271,964,0.16202678733677034,0
C450,3438,3079,82,3542,1.7502478620085486,1
C451,4136,3717,232,2942,0.22290509767875,1
C452,3722,5524,50,2855,1.9160665190694293,0
C453,1667,9477,213,4778,0.14776972072681818,0
C454,3116,8311,273,3057,1.4194558666483468,0
C455,1562,8186,187,1045,0.2561934210523852,0
C456,2656,3065,93,4335,1.8302855009267651,0
C457,3482,1768,120,1093,0.9824231488285312,0
C458,3794,6490,260,4304,0.3612951721523292,1
C459,1656,7645,16,1959,0.7475498296007085,0
C460,1232,6083,93,3993,0.41316688315884786,0
C461,4830,6232,217,3101,0.42410563195847106,0
C462,1453,6797,31,2944,1.9014058083257401,0
C463,3039,5926,12,3172,0.9459676133410975,0
C464,3824,7016,136,4700,1.5987243014201833,0
C465,3801,4335,197,516,1.3152505662375955,0
C466,2042,9038,23,3691,1.3852100884429452,1
C467,1691,5873,21,892,0.3502175330968732,1
C468,3493,2481,96,924,0.5449504489494228,0
C469,3181,7305,21,1071,1.5948256367934301,1
C470,1717,4451,34,4131,1.9444557923020875,0
C471,2040,1054,252,1620,0.5990837209374382,0
C472,3736,8643,131,741,0.6159806530269757,0
C473,2886,4462,156,4397,0.9985045523407191,0
C474,4219,1832,64,4595,1.9692965944253318,0
C475,1888,6954,247,2779,0.6110219970702949,1
C476,2356,9519,182,1288,0.8732466283051014,0
C477,1865,8221,230,1214,1.793812029684663,1
C478,999,4310,128,3349,0.10554996198058782,0
C479,2180,4300,192,1275,0.17555533347828214,0
C480,1010,7722,297,4526,1.2477361864353165,1
C481,4812,8218,91,2747,1.8240223129544093,0
C482,1824,8776,220,578,0.5538276547636626,0
C483,1655,4675,159,4426,0.9923193718933471,0
C484,2327,4054,46,1355,0.9558840731498547,0
C485,3641,8970,68,2648,0.9986455575814692,0
C486,3986,3143,140,1531,1.2827874218865158,0
C487,2310,6207,211,3771,0.9925131496822991,0
C488,3423,3538,252,4076,0.9501894685126698,1
C489,2714,5547,44,4682,1.001147998819395,0
C490,4686,6619,102,3956,1.222648138414979,0
C491,1213,9356,216,4006,1.1203142278675808,0
C492,4102,7612,222,907,1.7228583955359582,1
C493,4634,6005,168,3211,0.19404402163796658,0
C494,4022,1822,33,3588,1.6833024357987236,0
C495,4768,1943,13,2168,1.7034567639622757,0
C496,1743,7150,229,647,0.6413252409088256,0
C497,4209,5425,29,4827,0.9794187145301162,1
C498,1581,9966,161,4397,0.9332231282211274,0
C499,955,3198,59,2450,0.5151686852728475,0
C500,1394,5242,186,865,0.8539140094640012,0
